Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
220207_1,220207_1,,220207_1,220207_1,220207_1,APOE33HN,male,Sedentary,HFD,48.0,8/10/2020,4/13/2022,20.37,20.0,1.666666667,18.43333333,20.36666667,220207_1,A22020701,,,,,,,,,,1.0,0,,,,,,1,In House,,,,,,,,,,,,
220207_10,220207_10,,220207_10,220207_10,220207_10,APOE33HN,female ,Sedentary,Control,29.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_10,A22020710,,,,,,,,,,1.0,0,,,,,,10,In House,,,,,,,,,,,,
220207_11,220207_11,,220207_11,220207_11,220207_11,APOE33HN,female ,Sedentary,Control,37.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_11,A22020711,,,,,,,,,,1.0,0,,,,,,11,In House,,,,,,,,,,,,
220207_12,220207_12,,220207_12,220207_12,220207_12,APOE33HN,female ,Sedentary,Control,34.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_12,A22020712,,,,,,,,,,1.0,0,,,,,,12,In House,,,,,,,,,,,,
220207_13,220207_13,,220207_13,220207_13,220207_13,APOE33HN,female ,Sedentary,Control,29.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_13,A22020713,,,,,,,,,,1.0,0,,,,,,13,In House,,,,,,,,,,,,
220207_14,220207_14,,220207_14,220207_14,220207_14,APOE33HN,female ,Sedentary,HFD,58.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_14,A22020714,,,,,,,,,,1.0,0,,,,,,14,In House,,,,,,,,,,,,
220207_15,220207_15,,220207_15,220207_15,220207_15,APOE33HN,female ,Sedentary,HFD,51.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_15,A22020715,,,,,,,,,,1.0,0,,,,,,15,In House,,,,,,,,,,,,
220207_16,220207_16,,220207_16,220207_16,220207_16,APOE33HN,female ,Sedentary,HFD,56.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_16,A22020716,,,,,,,,,,1.0,0,,,,,,16,In House,,,,,,,,,,,,
220207_17,220207_17,,220207_17,220207_17,220207_17,APOE33HN,female ,Sedentary,HFD,50.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_17,A22020717,,,,,,,,,,1.0,0,,,,,,17,In House,,,,,,,,,,,,
220207_19,220207_19,,220207_19,220207_19,220207_19,APOE33HN,male,Sedentary,Control,33.0,8/14/2020,4/14/2022,20.27,20.0,1.666666667,18.3,20.26666667,220207_19,A22020719,,,,,,,,,,1.0,0,,,,,,19,In House,,,,,,,,,,,,
220207_2,220207_2,,220207_2,220207_2,220207_2,APOE33HN,male,Sedentary,HFD,38.0,8/10/2020,4/13/2022,20.37,20.0,1.666666667,18.43333333,20.36666667,220207_2,A22020702,,,,,,,,,,1.0,0,,,,,,2,In House,,,,,,,,,,,,
220207_20,220207_20,,220207_20,220207_20,220207_20,APOE33HN,male,Sedentary,Control,38.0,8/14/2020,4/14/2022,20.27,20.0,1.666666667,18.3,20.26666667,220207_20,A22020720,,,,,,,,,,1.0,0,,,,,,20,In House,,,,,,,,,,,,
220207_21,220207_21,,220207_21,220207_21,220207_21,APOE33HN,male,Sedentary,Control,37.0,8/14/2020,4/14/2022,20.27,20.0,1.666666667,18.3,20.26666667,220207_21,A22020721,,,,,,,,,,1.0,0,,,,,,21,In House,,,,,,,,,,,,
220207_22,220207_22,,220207_22,220207_22,220207_22,APOE33HN,male,Sedentary,Control,34.0,9/7/2020,4/14/2022,19.47,19.0,1.583333333,17.5,19.46666667,220207_22,A22020722,,,,,,,,,,1.0,0,,,,,,22,In House,,,,,,,,,,,,
220207_23,220207_23,,220207_23,220207_23,220207_23,APOE33HN,male,Sedentary,Control,32.0,9/7/2020,4/14/2022,19.47,19.0,1.583333333,17.5,19.46666667,220207_23,A22020723,,,,,,,,,,1.0,0,,,,,,23,In House,,,,,,,,,,,,
220207_24,220207_24,,220207_24,220207_24,220207_24,APOE33HN,male,Sedentary,HFD,33.0,8/20/2020,4/13/2022,20.03,20.0,1.666666667,18.1,20.03333333,220207_24,A22020724,,,,,,,,,,1.0,0,,,,,,24,In House,,,,,,,,,,,,
220207_25,220207_25,,220207_25,220207_25,220207_25,APOE33HN,male,Sedentary,HFD,32.0,8/20/2020,4/13/2022,20.03,20.0,1.666666667,18.1,20.03333333,220207_25,A22020725,,,,,,,,,,1.0,0,,,,,,25,In House,,,,,,,,,,,,
220207_3,220207_3,,220207_3,220207_3,220207_3,APOE33HN,male,Sedentary,HFD,34.0,8/10/2020,4/13/2022,20.37,20.0,1.666666667,18.43333333,20.36666667,220207_3,A22020703,,,,,,,,,,1.0,0,,,,,,3,In House,,,,,,,,,,,,
220207_4,220207_4,,220207_4,220207_4,220207_4,APOE33HN,male,Sedentary,HFD,42.0,8/10/2020,4/13/2022,20.37,20.0,1.666666667,18.43333333,20.36666667,220207_4,A22020704,,,,,,,,,,1.0,0,,,,,,4,In House,,,,,,,,,,,,
220207_9,220207_9,,220207_9,220207_9,220207_9,APOE33HN,female ,Sedentary,Control,27.0,8/10/2020,4/6/2022,20.13,20.0,1.666666667,18.43333333,20.13,220207_9,A22020709,,,,,,,,,,1.0,0,,,,,,9,In House,,,,,,,,,,,,
220207_26,220207_26,,220207_26,220207_26,,APOE33HN,male,Sedentary,HFD,49.0,8/24/2020,4/13/2022,19.9,14.0,1.658333333,19.9,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,30,,,,,,,,,,,,,
220307_1,220307_1,,220307_1,220307_1,220307_1,APOE33HN,female ,Sedentary,Control,32.0,8/24/2020,5/11/2022,20.83,21.0,1.75,18.9,20.83333333,220307_1_apoeb,A22030701,,,,,,,,,,1.0,0,,,,,,1,In House,,,,,,,,,,,,
220307_10,220307_10,,220307_10,220307_10,220307_10,APOE22HN,female ,Sedentary,Control,26.0,10/12/2020,5/19/2022,19.47,19.0,1.583333333,17.26666667,19.46666667,220307_10_apoe_18abb11_apoe,A22030710,,,,,,,,,,1.0,0,,,,,,9,In House,,,,,,,,,,,,
220307_11,220307_11,,220307_11,220307_11,220307_11,APOE22HN,female ,Sedentary,Control,21.0,10/12/2020,5/19/2022,19.47,19.0,1.583333333,17.26666667,19.46666667,220307_11,A22030711,,,,,,,,,,1.0,0,,,,,,10,In House,,,,,,,,,,,,
220307_12,220307_12,,220307_12,220307_12,220307_12,APOE22HN,female ,Sedentary,Control,26.0,10/12/2020,5/19/2022,19.47,19.0,1.583333333,17.26666667,19.46666667,220307_12,A22030712,,,,,,,,,,1.0,0,,,,,,11,In House,,,,,,,,,,,,
220307_13,220307_13,,220307_13,220307_13,220307_13,APOE22HN,female ,Sedentary,Control,28.0,10/12/2020,5/19/2022,19.47,19.0,1.583333333,17.26666667,19.46666667,220307_12_apoe_B,A22030713,,,,,,,,,,1.0,0,,,,,,12,In House,,,,,,,,,,,,
220307_14,220307_14,,220307_14,220307_14,220307_14,APOE33HN,male,Sedentary,Control,33.0,8/10/2020,5/12/2022,21.33,21.0,1.75,19.36666667,21.33333333,220307_14,A22030714,,,,,,,,,,1.0,0,,,,,,13,In House,,,,,,,,,,,,
220307_15,220307_15,,220307_15,220307_15,220307_15,APOE33HN,male,Sedentary,Control,32.0,8/10/2020,5/12/2022,21.33,21.0,1.75,19.36666667,21.33333333,220307_15,A22030715,,,,,,,,,,1.0,0,,,,,,14,In House,,,,,,,,,,,,
220307_16,220307_16,,220307_16,220307_16,220307_16,APOE33HN,male,Sedentary,Control,33.0,8/10/2020,5/12/2022,21.33,21.0,1.75,19.36666667,21.33333333,220307_16,A22030716,,,,,,,,,,1.0,0,,,,,,15,In House,,,,,,,,,,,,
220307_17,220307_17,,220307_17,220307_17,220307_17,APOE33HN,male,Sedentary,Control,32.0,8/10/2020,5/12/2022,21.33,21.0,1.75,19.36666667,21.33333333,220307_17,A22030717,,,,,,,,,,1.0,0,,,,,,16,In House,,,,,,,,,,,,
220307_2,220307_2,,220307_2,220307_2,220307_2,APOE33HN,female ,Sedentary,Control,26.0,8/24/2020,5/11/2022,20.83,21.0,1.75,18.9,20.83333333,220307_2,A22030702,,,,,,,,,,1.0,0,,,,,,2,In House,,,,,,,,,,,,
220307_4,220307_4,,220307_4,220307_4,220307_4,APOE33HN,female ,Sedentary,Control,26.0,8/24/2020,5/11/2022,20.83,21.0,1.75,18.9,20.83333333,220307_4,A22030704,,,,,,,,,,1.0,0,,,,,,3,In House,,,,,,,,,,,,
220307_5,220307_5,,220307_5,220307_5,220307_5,APOE33HN,female ,Sedentary,Control,25.0,8/24/2020,5/11/2022,20.83,21.0,1.75,18.9,20.83333333,220307_5,A22030705,,,,,,,,,,1.0,0,,,,,,4,In House,,,,,,,,,,,,
220307_6,220307_6,,220307_6,220307_6,220307_6,APOE22HN,male,Sedentary,Control,29.0,10/12/2020,5/18/2022,19.43,19.0,1.583333333,17.26666667,19.43333333,220307_6,A22030706,,,,,,,,,,1.0,0,,,,,,5,In House,,,,,,,,,,,,
220307_7,220307_7,,220307_7,220307_7,220307_7,APOE22HN,male,Sedentary,Control,31.0,10/12/2020,5/18/2022,19.43,19.0,1.583333333,17.26666667,19.43333333,220307_7,A22030707,,,,,,,,,,1.0,0,,,,,,6,In House,,,,,,,,,,,,
220307_8,220307_8,,220307_8,220307_8,220307_8,APOE22HN,male,Sedentary,Control,30.0,10/12/2020,5/18/2022,19.43,19.0,1.583333333,17.26666667,19.43333333,220307_8,A22030708,,,,,,,,,,1.0,0,,,,,,7,In House,,,,,,,,,,,,
220307_9,220307_9,,220307_9,220307_9,220307_9,APOE22HN,female ,Sedentary,Control,27.0,10/12/2020,5/18/2022,19.43,19.0,1.583333333,17.26666667,19.43333333,220307_9,A22030709,,,,,,,,,,1.0,0,,,,,,8,In House,,,,,,,,,,,,
220310_1,220310_1,,220310_1,220310_1,,APOE33HN,male,Sedentary ,Control ,30.0,12/4/2020,3/10/2022,15.36666667,15.0,1.280555556,15.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,17,,,,,,,,,,,,,
220310_2,220310_2,,220310_2,220310_2,,APOE33HN,male,Sedentary ,Control ,34.0,12/4/2020,3/10/2022,15.36666667,15.0,1.280555556,15.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,18,,,,,,,,,,,,,
220310_3,220310_3,,220310_3,220310_3,,APOE44,male,Sedentary ,Control ,34.0,12/4/2020,3/10/2022,15.36666667,15.0,1.280555556,15.36666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,59,,,,,,,,,,,,,
220311_1,220311_1,,220311_1,220311_1,,APOE44,male,Sedentary ,Control ,34.0,1/7/2021,3/11/2022,14.26666667,14.0,1.188888889,14.26666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,60,,,,,,,,,,,,,
220311_2,220311_2,,220311_2,220311_2,,APOE44,male,Sedentary ,Control ,31.0,1/7/2021,3/11/2022,14.26666667,14.0,1.188888889,14.26666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,61,,,,,,,,,,,,,
220311_3,220311_3,,220311_3,220311_3,,APOE44,female,Sedentary ,Control ,27.0,1/7/2021,3/11/2022,14.26666667,14.0,1.188888889,14.26666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,70,,,,,,,,,,,,,
220311_4,220311_4,,220311_4,220311_4,,APOE44,female,Sedentary ,Control ,28.0,1/7/2021,3/11/2022,14.26666667,14.0,1.188888889,14.26666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,71,,,,,,,,,,,,,
220404_1,220404_1,,220404_1,220404_1,220404_1,APOE22,female ,Sedentary,HFD,30.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220401_1_18_APOE,A22040401,,,,,,,,,,1.0,1,,,,,,1,In House,,,,,,,,,,,,
220404_10,220404_10,,220404_10,220404_10,220404_10,APOE22,male,Sedentary,HFD,48.0,4/17/2021,6/23/2022,14.4,14.0,1.18,11.96666667,14.4,220404_10,A22040410,,,,,,,,,,1.0,,,220404_10,,,,10,In House,,,,,,,,,,,,
220404_11,220404_11,,220404_11,220404_11,220404_11,APOE22HN,male,Sedentary,Control,32.0,9/24/2020,6/23/2022,21.23333333,21.0,1.75,18.8,21.23333333,220404_11,A22040411,,,,,,,,,,1.0,,,,,,,11,In House,,,,,,,,,,,,
220404_13,220404_13,,220404_13,220404_13,220404_13,APOE22HN,male,Sedentary,Control,35.0,9/24/2020,6/23/2022,21.23333333,21.0,1.75,18.8,21.23333333,220404_13,A22040413,,,,,,,,,,1.0,,,,,,,13,In House,,,,,,,,,,,,
220404_2,220404_2,,220404_2,220404_2,220404_2,APOE22,female ,Sedentary,HFD,37.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220404_2,A22040402,,,,,,,,,,1.0,,,,,,,2,In House,,,,,,,,,,,,
220404_3,220404_3,,220404_3,220404_3,220404_3,APOE22,female ,Sedentary,HFD,40.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220404_3,A22040403,,,,,,,,,,1.0,,,,,,,3,In House,,,,,,,,,,,,
220404_4,220404_4,,220404_4,220404_4,220404_4,APOE22,female ,Sedentary,HFD,39.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220404_4,A22040404,,,,,,,,,,1.0,,,,,,,4,In House,,,,,,,,,,,,
220404_5,220404_5,,220404_5,220404_5,220404_5,APOE22,female ,Sedentary,HFD,29.0,6/20/2021,6/22/2022,12.26666667,12.0,1.01,9.833333333,12.26666667,220404_5,A22040405,,,,,,,,,,1.0,,,,,,,5,In House,,,,,,,,,,,,
220404_6,220404_6,,220404_6,220404_6,220404_6,APOE22,male,Sedentary,HFD,43.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220404_6,A22040406,,,,,,,,,,1.0,,,,,,,6,In House,,,,,,,,,,,,
220404_7,220404_7,,220404_7,220404_7,220404_7,APOE22,male,Sedentary,HFD,51.0,4/5/2021,6/22/2022,14.8,15.0,1.22,12.36666667,14.8,220404_7,A22040407,,,,,,,,,,1.0,,,,,,,7,In House,,,,,,,,,,,,
220404_8,220404_8,,220404_8,220404_8,220404_8,APOE22,male,Sedentary,HFD,41.0,4/17/2021,6/23/2022,14.4,14.0,1.18,11.96666667,14.4,220404_8,A22040408,,,,,,,,,,1.0,,,220404_8,,,,8,In House,,,,,,,,,,,,
220404_9,220404_9,,220404_9,220404_9,220404_9,APOE22,male,Sedentary,HFD,39.0,4/17/2021,6/23/2022,14.4,14.0,1.18,11.96666667,14.4,220404_9,A22040409,,,,,,,,,,1.0,,,220404_9,,,,9,In House,,,,,,,,,,,,
220408_1,220408_1,,220408_1,220408_1,,APOE22HN,male,Sedentary,HFD,54.0,1/23/2021,4/8/2022,14.66666667,15.0,1.222222222,14.66666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,43,,,,,,,,,,,,,
220408_2,220408_2,,220408_2,220408_2,,APOE22HN,male,Sedentary,HFD,52.0,1/23/2021,4/8/2022,14.66666667,15.0,1.222222222,14.66666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,44,,,,,,,,,,,,,
220408_3,220408_3,,220408_3,220408_3,,APOE22HN,male,Sedentary,HFD,49.0,1/23/2021,4/8/2022,14.66666667,15.0,1.222222222,14.66666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,45,,,,,,,,,,,,,
220408_4,220408_4,,220408_4,220408_4,,APOE22HN,male,Sedentary,HFD,54.0,1/23/2021,4/8/2022,14.66666667,15.0,1.222222222,14.66666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,46,,,,,,,,,,,,,
220408_5,220408_5,,220408_5,220408_5,,APOE22HN,male,Sedentary,HFD,51.0,1/23/2021,4/8/2022,14.66666667,15.0,1.222222222,14.66666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,47,,,,,,,,,,,,,
220415_1,220415_1,,220415_1,220415_1,,APOE22HN,female,Sedentary,HFD,45.0,1/23/2021,4/15/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,53,,,,,,,,,,,,,
220415_2,220415_2,,220415_2,220415_2,,APOE22HN,female,Sedentary,HFD,48.0,1/23/2021,4/15/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,54,,,,,,,,,,,,,
220415_3,220415_3,,220415_3,220415_3,,APOE22HN,female,Sedentary,HFD,39.0,1/23/2021,4/15/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,55,,,,,,,,,,,,,
220415_4,220415_4,,220415_4,220415_4,,APOE22HN,female,Sedentary,HFD,45.0,1/23/2021,4/15/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,56,,,,,,,,,,,,,
220415_5,220415_5,,220415_5,220415_5,,APOE22HN,female,Sedentary,HFD,55.0,1/23/2021,4/15/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,57,,,,,,,,,,,,,
220415_6,220415_6,,220415_6,220415_6,,APOE22HN,male,Sedentary ,Control ,33.0,12/17/2020,4/15/2022,16.13333333,16.0,1.344444444,16.13333333,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,42,,,,,,,,,,,,,
220509_1,220509_1,,220509_1,220509_1,220509_1,APOE22,male,Sedentary,HFD,40.0,11/9/2020,7/13/2022,20.23333333,20.0,1.67,18.2,,220509_1,A22050901,,,,,,,,,,1.0,,,,,,,1,In House,,,,,,,,,,,,
220509_10,220509_10,,220509_10,220509_10,220509_10,APOE33,female,Sedentary,HFD,28.0,11/5/2020,7/14/2022,20.36666667,20.0,1.68,18.33333333,,220509_10,A22050910,,,,,,,,,,1.0,,,,,,,6,In House,,,,,,,,,,,,
220509_11,220509_11,,220509_11,220509_11,220509_11,APOE44,female,Sedentary,Control,29.0,11/30/2020,7/14/2022,19.53333333,20.0,1.61,17.5,,220509_11,A22050911,,,,,,,,,,1.0,,,,,,,7,In House,,,,,,,,,,,,
220509_12,220509_12,,220509_12,220509_12,220509_12,APOE22,female,Sedentary,Control,25.0,6/2/2021,7/13/2022,13.4,13.0,1.1,11.36666667,,220509_12,A22050912,,,,,,,,,,1.0,,,,,,,8,In House,,,,,,,,,,,,
220509_13,220509_13,,220509_13,220509_13,220509_13,APOE22,female,Sedentary,Control,26.0,6/9/2021,7/13/2022,13.16666667,13.0,1.08,11.13333333,,220509_13,A22050913,,,,,,,,,,1.0,,,,,,,9,In House,,,,,,,,,,,,
220509_14,220509_14,,220509_14,220509_14,220509_14,APOE22,female,Sedentary,Control,26.0,6/9/2021,7/13/2022,13.16666667,13.0,1.08,11.13333333,,220509_14,A22050914,,,,,,,,,,1.0,,,,,,,10,In House,,,,,,,,,,,,
220509_4,220509_4,,220509_4,220509_4,220509_4,APOE22,female,Sedentary,HFD,27.0,11/9/2020,7/13/2022,20.23333333,20.0,1.67,18.2,,220509_4,A22050904,,,,,,,,,,1.0,,,,,,,2,In House,,,,,,,,,,,,
220509_6,220509_6,,220509_6,220509_6,220509_6,APOE22,female,Sedentary,HFD,42.0,11/9/2020,7/6/2022,20.23333333,20.0,1.67,18.2,,DIED,A22050906,,,,,,,,,,1.0,,,,,,died during surgery/ was perfused,3,In House,,,,,,,,,,,,
220509_7,220509_7,,220509_7,220509_7,220509_7,APOE33,male,Sedentary,HFD,52.0,10/3/2020,7/14/2022,21.46666667,21.0,1.77,19.43333333,,220509_7,A22050907,,,,,,,,,,1.0,,,,,,,4,In House,,,,,,,,,,,,
220509_8,220509_8,,220509_8,220509_8,220509_8,APOE33,female,Sedentary,HFD,34.0,11/5/2020,7/14/2022,20.36666667,20.0,1.68,18.33333333,,220509_8,A22050908,,,,,,,,,,1.0,,,,,,,5,In House,,,,,,,,,,,,
220526_1,220526_1,,220526_1,220526_1,,APOE44,female,Sedentary,HFD,53.0,3/6/2021,5/26/2022,14.86666667,15.0,1.238888889,14.86666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,72,,,,,,,,,,,,,
220526_2,220526_2,,220526_2,220526_2,,APOE44,female,Sedentary,HFD,42.0,3/6/2021,5/26/2022,14.86666667,15.0,1.238888889,14.86666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,73,,,,,,,,,,,,,
220526_3,220526_3,,220526_3,220526_3,,APOE44,female,Sedentary,HFD,44.0,3/6/2021,5/26/2022,14.86666667,15.0,1.238888889,14.86666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,74,,,,,,,,,,,,,
220526_4,220526_4,,220526_4,220526_4,,APOE44,female,Sedentary,HFD,27.0,3/6/2021,5/26/2022,14.86666667,15.0,1.238888889,14.86666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,75,,,,,,,,,,,,,
220527_1,220527_1,,220527_1,220527_1,,APOE22,female,Sedentary,HFD,37.0,4/14/2021,5/27/2022,13.6,14.0,1.133333333,13.6,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,99,,,,,,,,,,,,,
220527_2,220527_2,,220527_2,220527_2,,APOE22,female,Sedentary,HFD,45.0,4/14/2021,5/27/2022,13.6,14.0,1.133333333,13.6,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,100,,,,,,,,,,,,,
220527_3,220527_3,,220527_3,220527_3,,APOE22,female,Sedentary,HFD,44.0,4/17/2021,5/27/2022,13.5,14.0,1.125,13.5,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,101,,,,,,,,,,,,,
220527_4,220527_4,,220527_4,220527_4,,APOE22,female,Sedentary,HFD,28.0,4/17/2021,5/27/2022,13.5,14.0,1.125,13.5,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,102,,,,,,,,,,,,,
220527_5,220527_5,,220527_5,220527_5,,APOE44,male,Sedentary,HFD,50.0,3/6/2021,5/27/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,66,,,,,,,,,,,,,
220527_6,220527_6,,220527_6,220527_6,,APOE44,male,Sedentary,HFD,48.0,3/6/2021,5/27/2022,14.9,15.0,1.241666667,14.9,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,67,,,,,,,,,,,,,
220603_1,220603_1,,220603_1,220603_1,,APOE22,male,Sedentary,HFD,54.0,4/14/2021,6/3/2022,13.83333333,14.0,1.152777778,13.83333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,97,,,,,,,,,,,,,
220603_2,220603_2,,220603_2,220603_2,,APOE22,male,Sedentary,HFD,56.0,4/14/2021,6/3/2022,13.83333333,14.0,1.152777778,13.83333333,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,98,,,,,,,,,,,,,
220603_3,220603_3,,220603_3,220603_3,,APOE22,male,Sedentary ,Control ,31.0,4/17/2021,6/3/2022,13.73333333,14.0,1.144444444,13.73333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,94,,,,,,,,,,,,,
220603_4,220603_4,,220603_4,220603_4,,APOE22,male,Sedentary ,Control ,29.0,4/17/2021,6/3/2022,13.73333333,14.0,1.144444444,13.73333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,95,,,,,,,,,,,,,
220603_5,220603_5,,220603_5,220603_5,,APOE22,male,Sedentary ,Control ,33.0,4/17/2021,6/3/2022,13.73333333,14.0,1.144444444,13.73333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,96,,,,,,,,,,,,,
220606_1,220606_1,,220606_1,220606_1,220606_1,APOE33HN,male,Sedentary,Control,33.0,1/6/2021,8/11/2022,19.4,19.0,1.60,17.2,,220606_1,A22060601,,,,,,,,,,1.0,,,,,,,1,In House,,,,,,,,,,,,
220606_15,220606_15,,220606_7,220606_7,220606_15,APOE44,male,Sedentary,HFD,40.0,11/30/2020,8/10/2022,20.6,21.0,1.69,18.43333333,,220606_7_apoe_18abb11_APOE_1_1,A22060615,,,,,,,,,,1.0,,,220606_7,,,,7,In House,,,,,,,,,,,,
220606_16,220606_16,,220606_8,220606_8,220606_16,APOE44,male,Sedentary,HFD,48.0,11/30/2020,8/10/2022,20.6,21.0,1.69,18.43333333,,220606_8_apoe_18abb11_APOE_1_1,A22060616,,,,,,,,,,1.0,,,220606_8,,,,8,In House,,,,,,,,,,,,
220606_17,220606_17,,220606_9,220606_9,220606_17,APOE44,female,Sedentary,Control,28.0,11/30/2020,8/10/2022,20.6,21.0,1.69,18.43333333,,20220809_181224_220606_9_apoe_18abb11_APOE_1_1,A22060617,,,,,,,,,,1.0,,,220606_9,,,,9,In House,,,,,,,,,,,,
220606_18,220606_18,,220606_10,220606_10,220606_18,APOE44,female,Sedentary,Control,26.0,11/30/2020,8/10/2022,20.6,21.0,1.69,18.43333333,,220606_10_apoe_18abb11_apoe2_1_2,A22060618,,,,,,,,,,1.0,,,220606_10,,,,10,In House,,,,,,,,,,,,
220606_19,220606_19,,220606_11,220606_11,220606_19,APOE22,male,Sedentary,Control,30.0,6/9/2021,8/17/2022,14.27,14.0,1.188888889,12.06666667,,220606_11,A22060619,,,,,,,,,,1.0,,,220606_11,,,,11,In House,,,,,,,,,,,,
220606_2,220606_2,,220606_2,220606_2,220606_2,APOE44HN,female,Sedentary,Control,30.0,11/30/2020,8/11/2022,20.63333333,21.0,1.70,18.43333333,,220606_2,A22060602,,,,,,,,,,1.0,,,,,,,2,In House,,,,,,,,,,,,
220606_20,220606_20,,220606_12,220606_12,220606_20,APOE22,male,Sedentary,Control,31.0,6/9/2021,8/17/2022,14.27,14.0,1.188888889,12.06666667,,220606_12,A22060620,,,,,,,,,,1.0,,,220606_12,,,,12,In House,,,,,,,,,,,,
220606_21,220606_21,,220606_13,220606_13,220606_21,APOE22,male,Sedentary,Control,31.0,6/9/2021,8/17/2022,14.27,14.0,1.188888889,12.06666667,,220606_13,A22060621,,,,,,,,,,1.0,,,220606_13,,,,13,In House,,,,,,,,,,,,
220606_22,220606_22,,220606_14,220606_14,220606_22,APOE22,male,Sedentary,Control,33.0,6/9/2021,8/17/2022,14.27,14.0,1.188888889,12.06666667,,220606_14,A22060622,,,,,,,,,,1.0,,,220606_14,,,,14,In House,,,,,,,,,,,,
